date,symbol,open,high,low,close,volume,amount
2025-08-25,STK0015,15.1994,15.353,14.9724,15.1253,905904,13702025.34
2025-08-26,STK0015,15.3137,15.6257,14.9284,15.2389,669010,10194993.39
2025-08-27,STK0015,15.3491,15.7192,14.6292,14.9907,755871,11331035.54
2025-08-28,STK0015,15.0659,15.353,14.3995,14.6793,512636,7525140.33
2025-08-29,STK0015,14.6909,15.1425,14.421,14.8693,1018303,15141474.89
2025-09-01,STK0015,14.7799,14.9564,14.5136,14.689,818755,12026668.89
2025-09-02,STK0015,14.7887,15.1044,14.2821,14.5937,830478,12119760.06
2025-09-03,STK0015,14.6064,14.6654,14.4056,14.4641,889431,12864789.26
2025-09-04,STK0015,14.4141,14.6914,14.0816,14.3578,605880,8699130.5
2025-09-05,STK0015,14.3369,14.6423,14.1889,14.4926,456993,6623027.71
2025-09-08,STK0015,14.4089,15.2668,14.1925,15.041,1052438,15829681.1
2025-09-09,STK0015,15.1367,15.4778,14.2807,14.61,980759,14328844.15
2025-09-10,STK0015,14.67,14.9983,14.4365,14.7633,639829,9446004.16
2025-09-11,STK0015,14.7794,14.8177,14.0007,14.0371,904114,12691101.71
2025-09-12,STK0015,14.0335,14.7357,13.7722,14.4663,1226175,17738236.82
2025-09-15,STK0015,14.4074,14.744,13.6958,14.0235,1201727,16852364.48
2025-09-16,STK0015,13.8454,14.9618,13.6132,14.7151,664158,9773152.24
2025-09-17,STK0015,14.5909,14.9091,14.2347,14.5521,470877,6852267.5
2025-09-18,STK0015,14.4874,15.2389,14.1835,14.9258,499223,7451287.81
2025-09-19,STK0015,14.846,15.5724,14.5222,15.24,715305,10901265.44
2025-09-22,STK0015,15.2665,15.4179,15.0013,15.1515,1326615,20100196.16
2025-09-23,STK0015,15.2254,15.4219,14.9574,15.1529,622339,9430270.46
2025-09-24,STK0015,15.1413,15.4669,14.6355,14.9572,651150,9739363.66
2025-09-25,STK0015,15.0842,15.6001,14.7381,15.2503,640727,9771248.06
2025-09-26,STK0015,15.1788,15.2604,15.0678,15.1493,649450,9838700.04
2025-09-29,STK0015,15.137,15.2304,14.8729,14.9653,774661,11593008.27
2025-09-30,STK0015,14.9607,15.3364,14.8114,15.1849,498401,7568187.53
2025-10-01,STK0015,15.2848,15.5861,14.5067,14.7985,1107166,16384415.64
2025-10-02,STK0015,14.8079,15.1355,14.361,14.6859,711691,10451853.5
2025-10-03,STK0015,14.6977,14.9233,14.4485,14.6737,1730350,25390610.54
2025-10-06,STK0015,14.5287,14.5956,14.3815,14.448,477410,6897625.37
2025-10-07,STK0015,14.3702,14.4993,14.1721,14.3006,1278622,18285110.59
2025-10-08,STK0015,14.395,15.1852,14.0824,14.8625,1171763,17415358.83
2025-10-09,STK0015,14.6786,14.8737,14.5319,14.7266,630020,9278028.42
2025-10-10,STK0015,14.8457,14.9105,14.6736,14.7379,661362,9747110.79
2025-10-13,STK0015,14.7822,14.9145,14.398,14.528,562236,8168138.66
2025-10-14,STK0015,14.4629,14.9212,14.1657,14.6206,565631,8269888.96
2025-10-15,STK0015,14.5478,14.742,14.1828,14.3747,787642,11322080.2
2025-10-16,STK0015,14.5391,14.6388,14.4527,14.5522,777399,11312883.93
2025-10-17,STK0015,14.676,14.8345,14.5411,14.6994,430215,6323895.99
2025-10-20,STK0015,14.6889,15.0404,13.977,14.3197,1682888,24098500.92
2025-10-21,STK0015,14.3313,14.9376,14.1603,14.7614,692763,10226177.61
2025-10-22,STK0015,14.7043,15.2975,14.5256,15.1138,789105,11926344.84
2025-10-23,STK0015,15.126,15.2095,14.9116,14.9944,614138,9208601.04
2025-10-24,STK0015,14.9338,15.0683,14.5502,14.6824,698441,10254778.28
2025-10-27,STK0015,14.6755,14.9798,14.3168,14.62,678194,9915171.76
2025-10-28,STK0015,14.7796,15.0764,13.8607,14.1448,766392,10840469.37
2025-10-29,STK0015,14.1367,14.5845,13.9668,14.4114,762442,10987837.44
2025-10-30,STK0015,14.321,14.6708,13.998,14.3472,1002764,14386837.79
2025-10-31,STK0015,14.23,14.9533,14.0771,14.7944,822653,12170626.81
2025-11-03,STK0015,14.8057,15.1296,14.3335,14.6541,974995,14287668.58
2025-11-04,STK0015,14.5873,14.6283,14.5476,14.5886,754382,11005341.52
2025-11-05,STK0015,14.6102,15.0985,14.4643,14.9492,829032,12393382.74
2025-11-06,STK0015,14.8047,15.2585,14.4839,14.9349,713570,10657112.59
2025-11-07,STK0015,14.9969,15.3378,14.643,14.9836,1114306,16696330.53
2025-11-10,STK0015,14.8886,15.6352,14.5998,15.3377,864524,13259785.19
2025-11-11,STK0015,15.3419,15.609,14.8596,15.1229,731743,11066048.16
2025-11-12,STK0015,15.0922,15.4055,14.4473,14.7535,714309,10538553.73
2025-11-13,STK0015,14.9064,15.1788,14.0783,14.3403,735315,10544670.06
2025-11-14,STK0015,14.3551,14.4918,14.2425,14.379,761717,10952728.63
2025-11-17,STK0015,14.5478,14.7329,14.3516,14.5365,753215,10949122.1
2025-11-18,STK0015,14.5855,15.0303,14.3347,14.7762,639210,9445093.01
2025-11-19,STK0015,14.9031,15.1344,14.4839,14.7123,1033636,15207119.27
2025-11-20,STK0015,14.6938,15.0224,14.0718,14.3936,1073548,15452186.49
2025-11-21,STK0015,14.4234,14.6095,13.6681,13.8467,1493965,20686499.29
2025-11-24,STK0015,13.9483,14.7447,13.8633,14.6554,643669,9433229.31
2025-11-25,STK0015,14.7352,14.8951,14.633,14.7925,1030536,15244167.77
2025-11-26,STK0015,14.8397,15.1581,14.4754,14.7929,417342,6173682.34
2025-11-27,STK0015,14.7638,14.8993,14.7313,14.8666,1066300,15852221.99
2025-11-28,STK0015,14.8524,15.179,14.0116,14.3267,486430,6968915.28
2025-12-01,STK0015,14.4248,14.4721,13.9429,13.9888,575096,8044897.31
2025-12-02,STK0015,14.1022,14.4673,13.947,14.3098,932549,13344580.23
2025-12-03,STK0015,14.259,14.6812,13.968,14.3876,670325,9644360.0
2025-12-04,STK0015,14.3235,14.4865,14.076,14.238,638782,9094951.9
2025-12-05,STK0015,14.1609,14.4571,13.557,13.8466,719239,9959007.91
2025-12-08,STK0015,13.9157,13.9756,13.6306,13.6896,1075103,14717710.16
2025-12-09,STK0015,13.6134,13.9318,13.4261,13.7427,595565,8184648.36
2025-12-10,STK0015,13.8102,14.4501,13.5976,14.231,799317,11375055.36
2025-12-11,STK0015,14.2776,14.5987,13.9423,14.263,690389,9847046.95
2025-12-12,STK0015,14.2165,14.2755,13.8199,13.8776,1064058,14766543.36
2025-12-15,STK0015,14.0084,14.1455,13.7146,13.8502,1065601,14758783.37
2025-12-16,STK0015,13.7292,14.069,13.4936,13.8316,422316,5841317.43
2025-12-17,STK0015,13.97,14.3128,13.1604,13.4915,1164127,15705801.22
2025-12-18,STK0015,13.5173,13.9703,13.2266,13.6761,658050,8999584.5
2025-12-19,STK0015,13.5071,14.1137,13.2171,13.8171,879116,12146823.06
2025-12-22,STK0015,13.9497,14.1435,13.7075,13.9006,576014,8006953.25
2025-12-23,STK0015,13.9819,14.1914,13.5266,13.7323,912323,12528279.41
2025-12-24,STK0015,13.697,13.9949,13.2582,13.553,1983974,26888745.96
2025-12-25,STK0015,13.4748,13.7712,12.7426,13.0292,848642,11057163.67
2025-12-26,STK0015,12.9072,13.2771,12.6432,13.011,683792,8896846.81
2025-12-29,STK0015,13.201,13.4759,12.7709,13.0426,727314,9486040.09
2025-12-30,STK0015,12.9705,13.2589,12.5752,12.8611,473199,6085857.03
2025-12-31,STK0015,12.764,13.3884,12.705,13.3269,1303103,17366292.07
2026-01-01,STK0015,13.3483,13.7961,13.2318,13.6767,874629,11962069.02
2026-01-02,STK0015,13.543,13.8741,12.9037,13.2271,541094,7157123.34
2026-01-05,STK0015,13.1495,13.3405,12.5425,12.7274,543663,6919427.81
2026-01-06,STK0015,12.8036,12.8812,12.4501,12.526,783521,9814348.25
2026-01-07,STK0015,12.5609,13.0873,12.3904,12.912,1088946,14060510.45
2026-01-08,STK0015,12.8821,13.4755,12.665,13.2522,540989,7169278.24
2026-01-09,STK0015,13.2536,14.0207,12.9746,13.7317,1208710,16597643.96
2026-01-12,STK0015,13.6953,14.0603,13.4121,13.7754,811958,11185028.48
2026-01-13,STK0015,13.7703,13.9145,13.7271,13.871,598039,8295405.29
2026-01-14,STK0015,13.8078,13.9794,13.2909,13.4582,686452,9238378.27
2026-01-15,STK0015,13.4114,13.5232,13.3782,13.4899,1490706,20109416.99
2026-01-16,STK0015,13.4405,13.742,13.0631,13.3627,503713,6730989.16
2026-01-19,STK0015,13.3047,13.3845,13.1975,13.2771,640492,8503905.16
2026-01-20,STK0015,13.3606,13.7679,13.1418,13.5461,1176117,15931837.6
2026-01-21,STK0015,13.6089,13.8147,13.3767,13.5821,875050,11885040.86
2026-01-22,STK0015,13.5064,14.1248,13.285,13.897,626646,8708524.12
2026-01-23,STK0015,13.7978,14.0042,13.1747,13.3747,1164475,15574549.45
2026-01-26,STK0015,13.3621,14.2035,13.1155,13.9461,1156891,16134087.27
2026-01-27,STK0015,14.1276,14.3593,13.6622,13.89,921523,12799958.69
2026-01-28,STK0015,13.8046,14.2151,13.7483,14.1574,663975,9400171.52
2026-01-29,STK0015,14.1437,14.7407,13.9961,14.5885,704786,10281750.88
2026-01-30,STK0015,14.5962,14.9772,14.3835,14.762,927901,13697717.47
2026-02-02,STK0015,14.7524,15.1747,14.6126,15.0322,534091,8028559.96
2026-02-03,STK0015,14.9909,15.4684,14.6988,15.1727,1316030,19967726.07
2026-02-04,STK0015,15.2782,15.4205,14.6287,14.7662,1496041,22090785.72
2026-02-05,STK0015,14.8065,15.1183,14.3078,14.6156,741485,10837217.22
2026-02-06,STK0015,14.6899,14.7689,14.4742,14.5524,921140,13404798.97
2026-02-09,STK0015,14.604,14.8916,14.2023,14.4877,1257620,18219964.75
2026-02-10,STK0015,14.5656,14.892,14.475,14.8,1616098,23918183.23
2026-02-11,STK0015,14.9413,15.1932,14.73,14.9813,1391580,20847667.16
2026-02-12,STK0015,15.1014,15.2429,14.94,15.0814,433797,6542249.55
2026-02-13,STK0015,15.2932,15.548,15.0168,15.2712,708226,10815484.91
2026-02-16,STK0015,15.3832,15.4892,14.6087,14.7101,948266,13949123.43
2026-02-17,STK0015,14.6512,14.9485,14.1578,14.451,664990,9609791.95
2026-02-18,STK0015,14.5247,14.7454,14.1469,14.3652,1489959,21403495.2
2026-02-19,STK0015,14.4265,14.9654,14.08,14.6144,1434824,20969114.21
2026-02-20,STK0015,14.7838,15.0554,14.3996,14.669,619843,9092504.15
2026-02-23,STK0015,14.5842,15.4969,14.3513,15.2533,766190,11686927.59
2026-02-24,STK0015,15.3045,15.8423,14.982,15.5154,636965,9882781.02
2026-02-25,STK0015,15.4521,15.6023,15.3432,15.493,790571,12248343.85
2026-02-26,STK0015,15.5408,15.798,15.1532,15.4083,800662,12336834.26
2026-02-27,STK0015,15.3885,15.5715,15.2195,15.4024,1207085,18592007.28
2026-03-02,STK0015,15.4468,15.7419,14.8939,15.184,626239,9508822.36
2026-03-03,STK0015,15.0561,15.5775,15.0175,15.5377,336995,5236133.67
2026-03-04,STK0015,15.6118,15.7966,15.2827,15.4658,472394,7305942.59
2026-03-05,STK0015,15.4849,15.748,15.2104,15.4733,578058,8944456.56
2026-03-06,STK0015,15.4874,15.978,15.2924,15.7792,667011,10524930.47
2026-03-09,STK0015,15.965,16.0843,15.4836,15.6002,913613,14252511.72
2026-03-10,STK0015,15.5644,15.7618,15.3607,15.558,582125,9056682.61
2026-03-11,STK0015,15.59,15.9258,15.2505,15.5863,555655,8660592.44
2026-03-12,STK0015,15.5957,15.9134,15.4903,15.8066,612264,9677800.83
2026-03-13,STK0015,15.8254,15.9907,15.5049,15.6685,568193,8902754.69
2026-03-16,STK0015,15.8788,16.2723,14.9286,15.3079,699177,10702925.05
2026-03-17,STK0015,15.3138,16.0455,14.9616,15.6848,692542,10862375.85
2026-03-18,STK0015,15.6315,15.7998,15.588,15.756,1088675,17153191.75
2026-03-19,STK0015,15.9339,16.1601,15.6904,15.9164,608250,9681125.35
2026-03-20,STK0015,15.887,16.0568,15.8313,16.0007,765856,12254256.59
2026-03-23,STK0015,15.8474,17.0571,15.4789,16.6695,723772,12064938.19
2026-03-24,STK0015,16.5956,17.4132,16.3939,17.2041,1147990,19750111.06
2026-03-25,STK0015,17.0759,17.2744,16.8112,17.0089,830564,14126961.4
2026-03-26,STK0015,16.8262,17.29,16.6869,17.148,1271150,21797738.29
2026-03-27,STK0015,17.1107,17.3688,16.7626,17.0193,584107,9941083.72
2026-03-30,STK0015,17.0121,17.1344,16.9214,17.0435,862339,14697256.51
2026-03-31,STK0015,17.1646,17.5144,16.3102,16.6495,720923,12002982.93
2026-04-01,STK0015,16.7125,16.9347,16.3053,16.5251,583594,9643932.48
2026-04-02,STK0015,16.5831,17.0784,16.3338,16.8255,861780,14499867.41
2026-04-03,STK0015,16.7356,17.2241,16.3784,16.8643,1650822,27839942.39
2026-04-06,STK0015,16.9541,17.0602,16.6153,16.72,668030,11169431.58
2026-04-07,STK0015,16.8601,16.9618,16.1986,16.2969,854614,13927526.62
2026-04-08,STK0015,16.3355,16.9894,16.1447,16.7932,559994,9404117.48
2026-04-09,STK0015,16.8359,17.174,16.4042,16.7403,523982,8771634.69
2026-04-10,STK0015,16.6138,16.7487,16.5582,16.6929,645829,10780745.5
2026-04-13,STK0015,16.7988,17.3897,16.458,17.0439,734170,12513149.28
2026-04-14,STK0015,17.227,17.9553,16.9942,17.7159,768156,13608547.02
2026-04-15,STK0015,17.7502,18.143,17.4854,17.8762,798372,14271888.6
2026-04-16,STK0015,17.8126,18.0795,16.9266,17.184,478430,8221362.66
2026-04-17,STK0015,17.1674,17.9541,17.1108,17.8952,692023,12383864.81
2026-04-20,STK0015,17.8501,17.9883,17.0774,17.2107,1026214,17661820.81
2026-04-21,STK0015,17.1735,17.5665,16.8408,17.2326,541935,9338973.25
2026-04-22,STK0015,17.2998,17.4984,16.6535,16.8469,768704,12950301.87
2026-04-23,STK0015,16.8752,17.1265,16.3842,16.6319,956033,15900637.24
2026-04-24,STK0015,16.7324,17.1295,16.3103,16.7068,654006,10926324.12
2025-07-21,STK0016,70.4585,72.5833,69.9364,72.0494,3929829,283141727.98
2025-07-22,STK0016,72.1956,73.6664,71.9633,73.4302,3329541,244488817.2
2025-07-23,STK0016,73.4052,75.5268,72.2184,74.3251,4753567,353309538.48
2025-07-24,STK0016,74.8639,75.5261,71.1115,71.7461,6794924,487509589.16
2025-07-25,STK0016,72.2903,73.5912,68.8459,70.1076,5017231,351745779.23
2025-07-28,STK0016,70.3316,72.5273,69.0575,71.2367,6056009,431410142.5
2025-07-29,STK0016,71.8267,74.3027,70.9306,73.3871,6263642,459670592.31
2025-07-30,STK0016,73.3909,76.1291,72.3386,75.0531,2995172,224796809.65
2025-07-31,STK0016,75.3646,76.6013,73.4843,74.7104,4964996,370936757.11
2025-08-01,STK0016,75.162,76.1224,71.6655,72.5931,5935765,430895690.03
2025-08-04,STK0016,73.0383,74.6583,71.2821,72.8989,3520806,256662976.33
2025-08-05,STK0016,73.3007,73.5753,72.9611,73.2354,3032830,222110620.75
2025-08-06,STK0016,73.5133,77.1894,71.7096,75.3408,4944613,372531148.58
2025-08-07,STK0016,76.2307,76.4418,75.9244,76.1353,2365276,180080932.78
2025-08-08,STK0016,75.8891,76.8683,75.3741,76.3502,2763696,211008638.8
2025-08-11,STK0016,76.2791,77.6743,74.6586,76.0496,3163544,240586267.84
2025-08-12,STK0016,75.9518,77.0511,75.6515,76.7476,4761364,365423219.41
2025-08-13,STK0016,76.5783,77.7847,75.9634,77.165,4247946,327792849.53
2025-08-14,STK0016,76.2497,76.9657,75.8272,76.5416,5627243,430718101.81
2025-08-15,STK0016,77.1756,78.6143,73.6601,75.0593,2902132,217832117.69
2025-08-18,STK0016,74.5987,78.0101,73.4562,76.8334,2878826,221189954.7
2025-08-19,STK0016,76.9117,77.1796,74.0241,74.2828,4840938,359598593.34
2025-08-20,STK0016,73.6518,78.0081,72.725,77.0387,2959621,228005381.69
2025-08-21,STK0016,77.3262,77.8516,73.8448,74.35,3106606,230976229.75
2025-08-22,STK0016,74.0005,75.7955,71.5909,73.3706,2045673,150092333.84
2025-08-25,STK0016,72.8723,74.8284,72.5456,74.4945,4315301,321466379.06
2025-08-26,STK0016,74.5815,75.8883,73.4064,74.7112,6677511,498885109.95
2025-08-27,STK0016,74.3978,75.3711,72.1455,73.1018,2727254,199367231.58
2025-08-28,STK0016,72.8504,74.9563,71.7361,73.8271,5482714,404772841.41
2025-08-29,STK0016,73.9032,75.8646,72.1296,74.0866,3778488,279935370.16
2025-09-01,STK0016,74.4431,75.4514,73.7099,74.7155,2066640,154410080.99
2025-09-02,STK0016,74.3495,75.7787,72.2721,73.6885,2815304,207455661.5
2025-09-03,STK0016,73.2516,74.3074,72.3512,73.4051,2731334,200493894.47
2025-09-04,STK0016,73.4155,74.678,71.0349,72.2779,3337334,241215613.62
2025-09-05,STK0016,72.5122,76.5609,71.7573,75.7721,4290385,325091413.51
2025-09-08,STK0016,76.44,76.9922,75.3813,75.9298,7144060,542447060.48
2025-09-09,STK0016,75.4433,75.7393,75.0577,75.3533,2279983,171804283.31
2025-09-10,STK0016,75.2097,75.5361,73.9163,74.2385,3176757,235837826.36
2025-09-11,STK0016,74.7641,78.0998,72.9648,76.2644,2788243,212643551.06
2025-09-12,STK0016,77.1726,78.7264,72.8174,74.3137,2440391,181354424.89
2025-09-15,STK0016,73.8722,75.6794,73.3082,75.106,3936146,295628359.66
2025-09-16,STK0016,74.7738,76.0679,73.7143,75.0051,3781485,283630613.99
2025-09-17,STK0016,75.1768,76.5621,71.4648,72.8065,2032196,147956979.93
2025-09-18,STK0016,72.5545,73.2879,71.0965,71.8225,3875496,278347992.37
2025-09-19,STK0016,71.4961,73.1425,70.6296,72.2667,2504472,180989895.77
2025-09-22,STK0016,72.3728,73.7133,69.907,71.2263,3750056,267102681.15
2025-09-23,STK0016,71.8916,72.4306,71.3717,71.9105,5921142,425792551.34
2025-09-24,STK0016,71.3478,75.3122,70.3413,74.2646,4415488,327914540.26
2025-09-25,STK0016,74.9353,75.4472,74.2627,74.7735,3999849,299082908.75
2025-09-26,STK0016,74.5161,74.6704,72.7042,72.8551,3236028,235761131.68
2025-09-29,STK0016,73.0064,74.3115,70.5741,71.8587,4034333,289901905.52
2025-09-30,STK0016,72.5479,73.8731,70.4292,71.7397,4917221,352759713.98
2025-10-01,STK0016,71.8798,73.6697,68.9038,70.6634,4711427,332925501.93
2025-10-02,STK0016,70.5374,71.1441,70.1026,70.7083,3930909,277947993.71
2025-10-03,STK0016,71.0137,72.3637,69.5474,70.8952,4393293,311463210.51
2025-10-06,STK0016,70.8215,74.5822,69.1358,72.8482,2582327,188117863.82
2025-10-07,STK0016,73.0764,74.306,71.4861,72.7094,3263441,237282978.83
2025-10-08,STK0016,72.6202,74.3741,70.0935,71.8283,5383111,386659829.04
2025-10-09,STK0016,72.2004,74.762,70.4046,72.9476,5644157,411727853.36
2025-10-10,STK0016,72.3399,76.5668,70.8615,75.0334,4285000,321517962.59
2025-10-13,STK0016,74.5785,76.4543,72.7152,74.5908,7052105,526022022.66
2025-10-14,STK0016,73.9629,75.313,72.7503,74.0982,4978285,368882134.11
2025-10-15,STK0016,74.0732,75.9952,73.0782,74.988,3900188,292467128.83
2025-10-16,STK0016,74.3029,76.6758,72.5861,74.9441,2693812,201885400.06
2025-10-17,STK0016,74.6337,76.2093,70.9766,72.5074,6887147,499369059.66
2025-10-20,STK0016,72.0272,73.9052,71.7007,73.5718,5398148,397151247.43
2025-10-21,STK0016,74.2278,75.2618,73.5626,74.5933,7820994,583393616.59
2025-10-22,STK0016,74.1512,76.9392,73.5584,76.3289,8895948,679018147.98
2025-10-23,STK0016,75.742,77.3834,74.0543,75.6947,2634623,199426920.54
2025-10-24,STK0016,75.8075,76.4601,75.2492,75.9011,2621781,198996054.35
2025-10-27,STK0016,76.6732,77.3627,74.9744,75.6548,1489581,112693956.34
2025-10-28,STK0016,75.6021,76.6554,74.2036,75.252,5666709,426431311.71
2025-10-29,STK0016,75.2345,75.5167,74.7039,74.9851,5089711,381652673.12
2025-10-30,STK0016,75.5681,77.3899,73.4237,75.2376,4168968,313662985.01
2025-10-31,STK0016,75.6351,76.6406,74.5663,75.571,2636567,199248036.32
2025-11-03,STK0016,75.7642,77.3694,75.2808,76.8789,4021541,309171712.36
2025-11-04,STK0016,76.6108,79.0168,75.9803,78.3718,4425284,346817667.05
2025-11-05,STK0016,78.5865,80.1862,75.7918,77.3667,5435785,420548552.13
2025-11-06,STK0016,76.7376,78.6767,75.4651,77.3933,4566284,353399855.59
2025-11-07,STK0016,77.1042,78.0824,75.6779,76.6503,5075286,389022073.67
2025-11-10,STK0016,77.3114,78.0557,75.3281,76.0603,3783414,287767578.83
2025-11-11,STK0016,76.6568,78.3981,71.9054,73.5767,5941496,437155779.03
2025-11-12,STK0016,73.7701,75.2285,71.9839,73.4356,4849391,356118089.17
2025-11-13,STK0016,72.5904,75.2578,71.2463,73.8896,2505050,185097124.26
2025-11-14,STK0016,73.3559,74.2551,72.2552,73.1519,6251548,457312619.72
2025-11-17,STK0016,72.8543,75.1344,71.0645,73.3329,5926586,434613725.33
2025-11-18,STK0016,73.2574,75.0179,71.9145,73.6675,4551780,335318259.7
2025-11-19,STK0016,73.1169,76.4384,72.2582,75.5512,4222568,319019950.43
2025-11-20,STK0016,75.4396,77.2571,73.3661,75.1774,6847594,514784141.74
2025-11-21,STK0016,75.9788,77.696,72.1174,73.7851,2180252,160870052.53
2025-11-24,STK0016,73.9627,75.3695,72.5304,73.9366,5939085,439115709.55
2025-11-25,STK0016,74.0337,77.926,72.5796,76.4249,3277637,250493197.77
2025-11-26,STK0016,75.9598,76.8518,73.7655,74.642,5613455,418999743.67
2025-11-27,STK0016,73.9116,76.4999,72.9013,75.4684,3996616,301618066.82
2025-11-28,STK0016,74.9143,76.7701,74.4344,76.2815,2522952,192454451.15
2025-12-01,STK0016,75.5167,76.7018,71.3299,72.4672,3337267,241842319.01
2025-12-02,STK0016,72.4998,73.2616,71.6625,72.4235,5791859,419466878.9
2025-12-03,STK0016,72.5905,73.4979,71.8653,72.7709,3779376,275028520.61
2025-12-04,STK0016,72.3506,74.3033,70.628,72.5753,3274240,237628947.57
2025-12-05,STK0016,72.6397,73.0603,70.9265,71.3395,3244670,231473201.62
2025-12-08,STK0016,71.9711,73.4889,68.9278,70.4128,4926104,346860572.75
2025-12-09,STK0016,71.2447,71.8484,69.9198,70.5174,7115749,501783827.28
2025-12-10,STK0016,70.8441,71.0325,69.7867,69.9727,1818038,127213085.57
2025-12-11,STK0016,69.8994,70.1042,69.4383,69.6424,10233664,712697392.08
2025-12-12,STK0016,69.9516,70.782,68.0014,68.8183,4212000,289862850.55
2025-12-15,STK0016,69.3788,71.0831,68.5148,70.2088,4900939,344089168.02
2025-12-16,STK0016,69.3683,70.018,67.6539,68.2935,3398586,232101344.21
2025-12-17,STK0016,68.9035,70.1012,64.8828,66.0305,4003207,264333861.75
2025-12-18,STK0016,65.8151,68.6913,64.9488,67.7988,4256935,288615244.6
2025-12-19,STK0016,67.5816,67.8319,66.6208,66.8685,2784938,186224623.74
2025-12-22,STK0016,66.7262,67.3939,65.8914,66.5573,3069488,204296971.31
2025-12-23,STK0016,66.6853,66.975,66.213,66.502,6275979,417365126.58
2025-12-24,STK0016,66.0601,66.7349,65.8324,66.5057,2390302,158968681.32
2025-12-25,STK0016,66.3921,66.843,64.8664,65.3099,4875972,318449437.58
2025-12-26,STK0016,65.5161,67.1145,64.3294,65.9205,3568633,235246008.8
2025-12-29,STK0016,66.007,67.1956,63.4102,64.573,2959615,191111232.59
2025-12-30,STK0016,64.7207,66.1324,62.894,64.2964,8257383,530920101.98
2025-12-31,STK0016,64.1716,65.4163,60.5794,61.7777,2964771,183156737.68
2026-01-01,STK0016,62.0354,64.5882,61.1472,63.6766,2704125,172189415.48
2026-01-02,STK0016,64.0815,64.6704,62.7893,63.3717,3739843,237000260.07
2026-01-05,STK0016,63.7517,63.8877,63.6063,63.7423,3113728,198476241.76
2026-01-06,STK0016,63.9061,65.4311,62.8271,64.3447,4057833,261099884.4
2026-01-07,STK0016,64.7082,65.6175,64.1476,65.0539,4321089,281103777.11
2026-01-08,STK0016,65.3948,66.0591,64.8878,65.5509,4444940,291369833.6
2026-01-09,STK0016,66.6121,68.2388,64.7003,66.3199,3983713,264199544.66
2026-01-12,STK0016,66.8064,67.2077,64.9119,65.3042,3263147,213097188.55
2026-01-13,STK0016,65.2694,65.4487,64.3017,64.4788,5153430,332286984.51
2026-01-14,STK0016,64.1271,65.6556,62.3767,63.8998,3959927,253038492.84
2026-01-15,STK0016,63.7997,64.3764,62.3038,62.872,3546178,222955329.47
2026-01-16,STK0016,62.747,64.8505,62.0537,64.1419,7133478,457554601.46
2026-01-19,STK0016,64.339,64.6632,64.0905,64.4144,4065738,261892152.66
2026-01-20,STK0016,64.1443,64.8688,62.351,63.0632,6430716,405541603.94
2026-01-21,STK0016,63.5159,65.0632,61.4417,62.9759,6859759,431999358.74
2026-01-22,STK0016,62.453,64.1626,61.3312,63.0304,7093759,447122352.3
2026-01-23,STK0016,62.416,63.221,61.5934,62.3983,5784577,360947503.43
2026-01-26,STK0016,62.3477,62.9133,61.7523,62.3176,4590653,286078618.92
2026-01-27,STK0016,62.0034,63.1467,61.3574,62.4955,4541559,283827064.7
2026-01-28,STK0016,62.0255,63.0215,60.2539,61.2373,4126794,252713583.85
2026-01-29,STK0016,61.0036,61.4827,59.1246,59.5926,2117960,126214713.19
2026-01-30,STK0016,59.3209,60.5312,58.995,60.2004,5801040,349225046.13
2026-02-02,STK0016,60.2041,62.043,59.1196,60.9452,4876955,297226926.3
2026-02-03,STK0016,60.7187,62.0544,58.8609,60.1849,5959342,358662114.37
2026-02-04,STK0016,59.9905,62.1421,58.6266,60.7607,4185969,254342412.15
2026-02-05,STK0016,60.7589,62.0893,59.4616,60.7912,5356488,325627355.87
2026-02-06,STK0016,61.1623,62.8646,60.2935,61.9842,2670297,165516197.84
2026-02-09,STK0016,62.5336,64.3859,61.274,63.1145,2892168,182537878.87
2026-02-10,STK0016,63.1705,65.5686,61.6983,64.0752,1765405,113118715.97
2026-02-11,STK0016,64.162,64.3248,62.4773,62.6362,3972463,248819972.46
2026-02-12,STK0016,62.5674,63.758,61.8492,63.0345,3219522,202940889.45
2026-02-13,STK0016,63.2168,64.9138,62.7935,64.4821,3062504,197476808.22
2026-02-16,STK0016,64.6333,66.3375,63.0223,64.7242,4812516,311486065.5
2026-02-17,STK0016,65.2411,66.7664,63.4437,64.9625,3746831,243403690.84
2026-02-18,STK0016,64.2305,65.5441,61.4433,62.7261,2580299,161852005.07
2026-02-19,STK0016,62.6379,65.3007,62.0863,64.7308,10360556,670646765.86
2026-02-20,STK0016,64.8626,66.4128,62.2565,63.7807,4168943,265898276.99
2026-02-23,STK0016,63.7707,63.9411,61.9932,62.1593,2831115,175980150.67
2026-02-24,STK0016,61.81,62.201,61.4101,61.801,3201185,197836466.14
2026-02-25,STK0016,61.3211,62.3137,58.5035,59.4661,3763213,223783631.98
2026-02-26,STK0016,59.7545,60.9639,56.9556,58.1322,3724465,216511282.46
2026-02-27,STK0016,57.8688,61.7857,56.5769,60.4366,6273066,379122639.81
2026-03-02,STK0016,59.8036,60.3365,59.1404,59.6722,3928943,234448508.0
2026-03-03,STK0016,59.9796,60.6387,57.2619,57.8981,7792786,451187607.5
2026-03-04,STK0016,58.0578,59.37,57.3343,58.6393,3538784,207511730.65
2026-03-05,STK0016,58.5985,58.7521,57.2585,57.4089,4760651,273303752.85
